event_time,company_id,user_id,event_type,plan_tier,seats_used
2025-08-23T19:46:00,ACC_0002,USR_0002_003,login,starter,30
2025-08-24T07:16:00,ACC_0002,USR_0002_005,feature_x_used,trial,16
2025-08-24T09:56:00,ACC_0002,USR_0002_005,feature_x_used,pro,7
2025-08-24T04:44:00,ACC_0002,USR_0002_006,invite_sent,pro,20
2025-08-24T17:58:00,ACC_0002,USR_0002_007,login,trial,5
2025-08-25T17:25:00,ACC_0002,USR_0002_005,feature_y_used,starter,9
2025-08-25T18:40:00,ACC_0002,USR_0002_003,feature_x_used,trial,6
2025-08-25T12:54:00,ACC_0002,USR_0002_004,login,starter,10
2025-08-25T06:34:00,ACC_0002,USR_0002_004,invite_sent,trial,14
2025-08-25T07:43:00,ACC_0002,USR_0002_008,feature_x_used,pro,8
2025-08-25T20:40:00,ACC_0002,USR_0002_007,feature_y_used,trial,23
2025-08-26T23:02:00,ACC_0002,USR_0002_004,login,trial,29
2025-08-26T06:08:00,ACC_0002,USR_0002_001,feature_y_used,trial,5
2025-08-27T15:08:00,ACC_0002,USR_0002_003,login,trial,14
2025-08-27T19:19:00,ACC_0002,USR_0002_005,invite_sent,starter,14
2025-08-27T21:13:00,ACC_0002,USR_0002_007,login,pro,7
2025-08-27T20:41:00,ACC_0002,USR_0002_008,seat_added,trial,24
2025-08-27T01:50:00,ACC_0002,USR_0002_001,feature_x_used,starter,7
2025-08-27T13:07:00,ACC_0002,USR_0002_006,seat_added,trial,14
2025-08-28T14:51:00,ACC_0002,USR_0002_005,login,trial,10
2025-08-29T23:56:00,ACC_0002,USR_0002_001,seat_added,trial,17
2025-08-29T04:17:00,ACC_0002,USR_0002_004,seat_added,pro,30
2025-08-30T09:26:00,ACC_0002,USR_0002_008,feature_x_used,trial,20
2025-08-30T04:15:00,ACC_0002,USR_0002_003,feature_x_used,trial,12
2025-08-30T11:08:00,ACC_0002,USR_0002_006,invite_sent,trial,3
2025-08-30T20:23:00,ACC_0002,USR_0002_006,seat_added,pro,21
2025-08-30T16:53:00,ACC_0002,USR_0002_006,seat_added,trial,13
2025-08-30T04:40:00,ACC_0002,USR_0002_006,feature_x_used,trial,30
2025-08-30T15:56:00,ACC_0002,USR_0002_006,feature_x_used,trial,22
2025-02-12T00:07:00,ACC_0005,USR_0005_020,login,trial,95
2025-02-12T08:28:00,ACC_0005,USR_0005_024,login,starter,61
2025-02-12T05:11:00,ACC_0005,USR_0005_002,seat_added,trial,15
2025-02-13T09:42:00,ACC_0005,USR_0005_004,login,trial,67
2025-02-14T19:46:00,ACC_0005,USR_0005_021,seat_added,trial,32
2025-02-14T09:19:00,ACC_0005,USR_0005_022,login,trial,26
2025-02-14T21:35:00,ACC_0005,USR_0005_021,login,trial,29
2025-02-14T00:35:00,ACC_0005,USR_0005_019,feature_y_used,trial,82
2025-02-14T04:26:00,ACC_0005,USR_0005_006,login,trial,85
2025-02-15T06:42:00,ACC_0005,USR_0005_011,login,trial,14
2025-02-15T22:48:00,ACC_0005,USR_0005_009,seat_added,trial,69
2025-02-15T14:36:00,ACC_0005,USR_0005_007,login,trial,38
2025-02-16T03:32:00,ACC_0005,USR_0005_017,feature_x_used,trial,45
2025-02-16T14:24:00,ACC_0005,USR_0005_023,login,trial,47
2025-02-16T23:32:00,ACC_0005,USR_0005_011,seat_added,trial,40
2025-02-16T05:27:00,ACC_0005,USR_0005_022,login,trial,94
2025-02-17T01:19:00,ACC_0005,USR_0005_024,login,starter,46
2025-02-17T06:09:00,ACC_0005,USR_0005_022,seat_added,trial,33
2025-02-18T17:18:00,ACC_0005,USR_0005_008,login,pro,32
2025-02-19T20:12:00,ACC_0005,USR_0005_016,feature_x_used,pro,24
2025-02-20T08:14:00,ACC_0005,USR_0005_010,feature_y_used,trial,25
2025-02-20T09:53:00,ACC_0005,USR_0005_023,invite_sent,pro,19
2025-02-20T10:24:00,ACC_0005,USR_0005_018,login,trial,36
2025-02-21T08:18:00,ACC_0005,USR_0005_018,feature_y_used,pro,27
2025-02-21T05:47:00,ACC_0005,USR_0005_019,feature_y_used,starter,88
2025-02-21T22:52:00,ACC_0005,USR_0005_008,invite_sent,pro,72
2025-02-21T17:42:00,ACC_0005,USR_0005_011,login,starter,85
2025-02-22T03:27:00,ACC_0005,USR_0005_022,login,trial,66
2025-02-22T20:22:00,ACC_0005,USR_0005_016,login,trial,25
2025-02-22T10:49:00,ACC_0005,USR_0005_020,feature_x_used,trial,57
2025-02-22T05:50:00,ACC_0005,USR_0005_012,feature_y_used,trial,83
2025-02-22T21:59:00,ACC_0005,USR_0005_024,seat_added,trial,89
2025-02-22T03:25:00,ACC_0005,USR_0005_014,login,trial,28
2025-02-22T14:50:00,ACC_0005,USR_0005_023,feature_y_used,trial,69
2025-02-23T02:19:00,ACC_0005,USR_0005_012,invite_sent,trial,19
2025-02-23T20:23:00,ACC_0005,USR_0005_016,login,trial,27
2025-02-23T17:23:00,ACC_0005,USR_0005_016,seat_added,trial,29
2025-02-23T20:20:00,ACC_0005,USR_0005_002,feature_x_used,trial,95
2025-02-23T21:05:00,ACC_0005,USR_0005_019,feature_x_used,trial,76
2025-02-23T07:16:00,ACC_0005,USR_0005_020,feature_x_used,trial,13
2025-02-23T15:49:00,ACC_0005,USR_0005_021,feature_y_used,pro,68
2025-02-24T05:22:00,ACC_0005,USR_0005_004,login,starter,30
2025-02-24T08:34:00,ACC_0005,USR_0005_013,feature_y_used,pro,47
2025-02-24T11:42:00,ACC_0005,USR_0005_018,login,pro,86
2025-02-25T00:51:00,ACC_0005,USR_0005_005,login,trial,83
2025-02-25T10:20:00,ACC_0005,USR_0005_018,feature_y_used,pro,50
2025-02-25T15:57:00,ACC_0005,USR_0005_010,feature_x_used,trial,22
2025-02-26T13:13:00,ACC_0005,USR_0005_016,seat_added,trial,10
2025-02-26T06:42:00,ACC_0005,USR_0005_003,feature_x_used,pro,27
2025-02-26T19:16:00,ACC_0005,USR_0005_009,login,trial,78
2025-05-19T10:49:00,ACC_0006,USR_0006_003,login,trial,1
2025-05-19T16:36:00,ACC_0006,USR_0006_001,seat_added,starter,16
2025-05-19T11:26:00,ACC_0006,USR_0006_001,invite_sent,enterprise,18
2025-05-19T09:58:00,ACC_0006,USR_0006_002,invite_sent,starter,9
2025-05-21T03:32:00,ACC_0006,USR_0006_004,invite_sent,trial,6
2025-05-21T02:15:00,ACC_0006,USR_0006_003,login,trial,6
2025-05-21T06:19:00,ACC_0006,USR_0006_002,login,trial,1
2025-05-21T05:46:00,ACC_0006,USR_0006_003,feature_x_used,trial,12
2025-05-21T06:17:00,ACC_0006,USR_0006_001,feature_y_used,trial,2
2025-05-21T18:47:00,ACC_0006,USR_0006_002,login,trial,7
2025-05-22T16:07:00,ACC_0006,USR_0006_003,login,trial,4
2025-05-22T18:31:00,ACC_0006,USR_0006_001,login,trial,19
2025-05-22T01:29:00,ACC_0006,USR_0006_004,feature_x_used,starter,19
2025-05-22T06:26:00,ACC_0006,USR_0006_001,login,trial,19
2025-05-22T15:23:00,ACC_0006,USR_0006_004,feature_x_used,trial,15
2025-05-22T21:13:00,ACC_0006,USR_0006_001,login,trial,9
2025-05-22T23:50:00,ACC_0006,USR_0006_004,login,pro,11
2025-05-22T11:02:00,ACC_0006,USR_0006_002,feature_x_used,pro,10
2025-05-22T01:53:00,ACC_0006,USR_0006_005,login,starter,5
2025-05-22T14:00:00,ACC_0006,USR_0006_002,feature_y_used,trial,7
2025-05-23T10:00:00,ACC_0006,USR_0006_001,feature_y_used,pro,12
2025-05-23T16:00:00,ACC_0006,USR_0006_002,feature_y_used,trial,17
2025-05-23T04:10:00,ACC_0006,USR_0006_005,feature_x_used,trial,15
2025-05-24T18:11:00,ACC_0006,USR_0006_002,login,trial,2
2025-05-24T06:51:00,ACC_0006,USR_0006_002,seat_added,starter,14
2025-05-24T16:37:00,ACC_0006,USR_0006_001,login,trial,13
2025-05-25T17:45:00,ACC_0006,USR_0006_001,seat_added,trial,18
2025-05-25T09:36:00,ACC_0006,USR_0006_005,login,starter,17
2025-05-25T21:03:00,ACC_0006,USR_0006_002,login,enterprise,3
2025-05-25T13:40:00,ACC_0006,USR_0006_001,feature_x_used,pro,13
2025-05-25T17:45:00,ACC_0006,USR_0006_002,seat_added,starter,5
2025-05-27T11:33:00,ACC_0006,USR_0006_003,feature_y_used,enterprise,10
2025-05-27T15:57:00,ACC_0006,USR_0006_001,invite_sent,pro,7
2025-05-28T05:52:00,ACC_0006,USR_0006_005,login,enterprise,11
2025-05-28T05:38:00,ACC_0006,USR_0006_002,login,enterprise,15
2025-05-28T11:28:00,ACC_0006,USR_0006_004,login,trial,17
2025-05-28T19:40:00,ACC_0006,USR_0006_004,login,starter,6
2025-05-28T01:23:00,ACC_0006,USR_0006_003,feature_x_used,starter,1
2025-05-29T07:33:00,ACC_0006,USR_0006_002,seat_added,starter,5
2025-05-29T21:20:00,ACC_0006,USR_0006_003,feature_y_used,pro,7
2025-05-29T22:54:00,ACC_0006,USR_0006_001,login,trial,1
2025-05-30T18:09:00,ACC_0006,USR_0006_002,login,starter,18
2025-05-30T19:09:00,ACC_0006,USR_0006_004,login,enterprise,1
2025-05-30T17:54:00,ACC_0006,USR_0006_002,feature_y_used,trial,12
2025-05-30T05:49:00,ACC_0006,USR_0006_005,login,enterprise,4
2025-05-30T01:23:00,ACC_0006,USR_0006_001,feature_x_used,trial,9
2025-05-30T20:11:00,ACC_0006,USR_0006_003,invite_sent,pro,2
2025-05-30T01:28:00,ACC_0006,USR_0006_005,login,trial,8
2025-05-30T03:19:00,ACC_0006,USR_0006_001,feature_x_used,pro,14
2025-05-30T13:32:00,ACC_0006,USR_0006_005,login,trial,7
2025-05-30T07:47:00,ACC_0006,USR_0006_001,feature_x_used,trial,9
2025-05-30T23:03:00,ACC_0006,USR_0006_001,seat_added,trial,12
2025-05-31T00:09:00,ACC_0006,USR_0006_005,feature_x_used,trial,6
2025-05-31T15:00:00,ACC_0006,USR_0006_005,feature_y_used,trial,7
2025-05-31T20:52:00,ACC_0006,USR_0006_001,feature_y_used,enterprise,16
2025-06-01T03:51:00,ACC_0006,USR_0006_003,feature_y_used,starter,1
2025-06-01T18:00:00,ACC_0006,USR_0006_002,feature_y_used,enterprise,6
2025-06-01T12:01:00,ACC_0006,USR_0006_004,invite_sent,trial,5
2025-06-02T00:21:00,ACC_0006,USR_0006_005,feature_x_used,trial,8
2025-03-24T20:49:00,ACC_0008,USR_0008_007,login,pro,6
2025-03-24T09:39:00,ACC_0008,USR_0008_008,feature_x_used,starter,8
2025-03-24T14:37:00,ACC_0008,USR_0008_001,login,trial,24
2025-03-24T14:42:00,ACC_0008,USR_0008_001,invite_sent,trial,15
2025-03-25T12:19:00,ACC_0008,USR_0008_004,seat_added,starter,11
2025-03-25T18:01:00,ACC_0008,USR_0008_002,login,trial,4
2025-03-25T13:29:00,ACC_0008,USR_0008_003,feature_y_used,trial,13
2025-03-25T18:53:00,ACC_0008,USR_0008_001,feature_x_used,pro,24
2025-03-26T19:50:00,ACC_0008,USR_0008_007,seat_added,starter,7
2025-03-26T20:23:00,ACC_0008,USR_0008_004,login,pro,26
2025-03-26T03:33:00,ACC_0008,USR_0008_004,feature_y_used,trial,28
2025-03-26T03:52:00,ACC_0008,USR_0008_009,login,trial,21
2025-03-26T12:54:00,ACC_0008,USR_0008_002,login,pro,21
2025-03-26T11:26:00,ACC_0008,USR_0008_005,invite_sent,starter,33
2025-03-27T11:03:00,ACC_0008,USR_0008_001,feature_y_used,starter,34
2025-03-28T11:04:00,ACC_0008,USR_0008_007,login,starter,29
2025-03-28T14:08:00,ACC_0008,USR_0008_008,feature_x_used,starter,15
2025-03-28T18:30:00,ACC_0008,USR_0008_009,feature_x_used,trial,30
2025-03-29T12:26:00,ACC_0008,USR_0008_008,feature_x_used,starter,20
2025-03-30T14:34:00,ACC_0008,USR_0008_008,login,starter,18
2025-03-30T08:34:00,ACC_0008,USR_0008_005,login,pro,24
2025-03-30T05:05:00,ACC_0008,USR_0008_002,login,enterprise,29
2025-03-30T00:25:00,ACC_0008,USR_0008_003,invite_sent,trial,35
2025-03-30T00:00:00,ACC_0008,USR_0008_007,feature_y_used,pro,11
2025-03-31T18:45:00,ACC_0008,USR_0008_008,feature_x_used,trial,28
2025-03-31T10:40:00,ACC_0008,USR_0008_004,invite_sent,starter,25
2025-03-31T21:24:00,ACC_0008,USR_0008_002,feature_x_used,trial,9
2025-03-31T16:40:00,ACC_0008,USR_0008_007,feature_x_used,trial,21
2025-03-31T16:24:00,ACC_0008,USR_0008_006,feature_x_used,starter,11
2025-03-31T06:54:00,ACC_0008,USR_0008_009,invite_sent,trial,4
2025-04-01T21:47:00,ACC_0008,USR_0008_004,login,trial,26
2025-04-01T09:59:00,ACC_0008,USR_0008_007,feature_x_used,trial,24
2025-04-01T06:10:00,ACC_0008,USR_0008_006,login,pro,5
2025-04-01T00:51:00,ACC_0008,USR_0008_006,login,pro,8
2025-04-02T01:14:00,ACC_0008,USR_0008_003,feature_x_used,trial,2
2025-04-02T02:59:00,ACC_0008,USR_0008_006,login,trial,18
2025-04-02T15:48:00,ACC_0008,USR_0008_002,login,starter,10
2025-04-02T09:32:00,ACC_0008,USR_0008_001,invite_sent,starter,2
2025-04-02T17:49:00,ACC_0008,USR_0008_007,login,pro,30
2025-04-02T12:45:00,ACC_0008,USR_0008_002,feature_x_used,starter,28
2025-04-03T12:31:00,ACC_0008,USR_0008_008,feature_y_used,starter,24
2025-04-03T10:37:00,ACC_0008,USR_0008_009,invite_sent,trial,25
2025-04-03T18:23:00,ACC_0008,USR_0008_005,invite_sent,pro,1
2025-04-03T05:18:00,ACC_0008,USR_0008_009,feature_y_used,pro,31
2025-04-03T15:33:00,ACC_0008,USR_0008_006,login,trial,28
2025-04-03T03:18:00,ACC_0008,USR_0008_006,login,trial,18
2025-04-04T05:48:00,ACC_0008,USR_0008_008,feature_y_used,pro,19
2025-04-04T17:02:00,ACC_0008,USR_0008_002,feature_x_used,pro,12
2025-04-04T18:59:00,ACC_0008,USR_0008_009,login,trial,13
2025-04-05T22:29:00,ACC_0008,USR_0008_006,seat_added,enterprise,8
2025-04-05T00:29:00,ACC_0008,USR_0008_001,feature_y_used,trial,32
2025-04-05T02:09:00,ACC_0008,USR_0008_003,feature_y_used,trial,18
2025-04-06T20:37:00,ACC_0008,USR_0008_007,feature_x_used,pro,5
2025-04-07T01:45:00,ACC_0008,USR_0008_007,invite_sent,trial,2
2025-04-07T05:12:00,ACC_0008,USR_0008_007,login,starter,32
2025-06-13T21:33:00,ACC_0009,USR_0009_012,login,starter,23
2025-06-13T02:29:00,ACC_0009,USR_0009_008,feature_x_used,trial,44
2025-06-14T05:19:00,ACC_0009,USR_0009_009,feature_y_used,trial,32
2025-06-14T06:17:00,ACC_0009,USR_0009_005,login,starter,39
2025-06-14T01:34:00,ACC_0009,USR_0009_005,login,trial,37
2025-06-14T23:59:00,ACC_0009,USR_0009_006,feature_x_used,pro,7
2025-06-15T14:53:00,ACC_0009,USR_0009_009,invite_sent,enterprise,33
2025-06-15T10:08:00,ACC_0009,USR_0009_008,login,trial,12
2025-06-15T04:19:00,ACC_0009,USR_0009_004,feature_x_used,trial,26
2025-06-15T01:27:00,ACC_0009,USR_0009_010,invite_sent,trial,19
2025-06-16T12:45:00,ACC_0009,USR_0009_008,invite_sent,starter,18
2025-06-16T18:30:00,ACC_0009,USR_0009_006,login,trial,31
2025-06-16T08:11:00,ACC_0009,USR_0009_011,login,trial,36
2025-06-16T06:13:00,ACC_0009,USR_0009_007,login,trial,33
2025-06-16T16:21:00,ACC_0009,USR_0009_002,login,trial,18
2025-06-17T14:31:00,ACC_0009,USR_0009_005,invite_sent,trial,14
2025-06-17T01:00:00,ACC_0009,USR_0009_006,login,trial,31
2025-06-17T16:57:00,ACC_0009,USR_0009_004,feature_x_used,trial,26
2025-06-17T23:13:00,ACC_0009,USR_0009_004,login,trial,31
2025-06-17T05:08:00,ACC_0009,USR_0009_002,seat_added,pro,3
2025-06-17T19:29:00,ACC_0009,USR_0009_004,feature_x_used,trial,1
2025-06-17T22:25:00,ACC_0009,USR_0009_012,invite_sent,trial,27
2025-06-18T06:35:00,ACC_0009,USR_0009_009,feature_x_used,starter,14
2025-06-18T15:00:00,ACC_0009,USR_0009_006,invite_sent,pro,30
2025-06-18T15:39:00,ACC_0009,USR_0009_010,login,pro,37
2025-06-18T09:22:00,ACC_0009,USR_0009_012,feature_x_used,starter,47
2025-06-19T09:12:00,ACC_0009,USR_0009_007,feature_x_used,trial,7
2025-06-19T11:20:00,ACC_0009,USR_0009_012,feature_y_used,trial,7
2025-06-19T20:03:00,ACC_0009,USR_0009_001,login,starter,13
2025-06-19T04:13:00,ACC_0009,USR_0009_008,login,trial,24
2025-06-20T07:11:00,ACC_0009,USR_0009_003,feature_y_used,pro,17
2025-06-21T17:12:00,ACC_0009,USR_0009_008,invite_sent,starter,2
2025-06-21T01:32:00,ACC_0009,USR_0009_006,feature_x_used,trial,34
2025-06-21T20:56:00,ACC_0009,USR_0009_001,login,starter,36
2025-06-21T18:47:00,ACC_0009,USR_0009_001,login,starter,35
2025-06-21T01:05:00,ACC_0009,USR_0009_008,login,trial,40
2025-06-21T13:00:00,ACC_0009,USR_0009_001,login,trial,33
2025-06-22T14:10:00,ACC_0009,USR_0009_005,login,trial,24
2025-06-22T05:54:00,ACC_0009,USR_0009_002,feature_x_used,pro,36
2025-06-22T23:24:00,ACC_0009,USR_0009_007,feature_x_used,trial,17
2025-06-23T20:32:00,ACC_0009,USR_0009_009,seat_added,trial,33
2025-06-23T03:17:00,ACC_0009,USR_0009_003,login,trial,18
2025-06-23T03:44:00,ACC_0009,USR_0009_006,feature_y_used,trial,47
2025-06-23T02:42:00,ACC_0009,USR_0009_003,invite_sent,trial,13
2025-06-24T07:22:00,ACC_0009,USR_0009_005,invite_sent,trial,21
2025-06-24T07:17:00,ACC_0009,USR_0009_011,seat_added,enterprise,1
2025-06-24T17:40:00,ACC_0009,USR_0009_003,login,trial,16
2025-06-24T06:02:00,ACC_0009,USR_0009_011,feature_y_used,trial,11
2025-06-24T11:47:00,ACC_0009,USR_0009_002,login,starter,1
2025-06-24T17:56:00,ACC_0009,USR_0009_012,feature_x_used,starter,39
2025-06-24T14:29:00,ACC_0009,USR_0009_003,login,starter,43
2025-06-25T21:44:00,ACC_0009,USR_0009_010,login,trial,9
2025-06-25T06:23:00,ACC_0009,USR_0009_002,feature_x_used,starter,33
2025-06-25T23:24:00,ACC_0009,USR_0009_006,feature_y_used,trial,31
2025-06-25T17:47:00,ACC_0009,USR_0009_006,invite_sent,starter,1
2025-06-26T00:05:00,ACC_0009,USR_0009_009,feature_x_used,enterprise,39
2025-06-26T22:49:00,ACC_0009,USR_0009_004,feature_x_used,trial,35
2025-06-27T22:56:00,ACC_0009,USR_0009_010,login,trial,41
2025-06-27T21:48:00,ACC_0009,USR_0009_010,seat_added,starter,1
2025-06-27T17:45:00,ACC_0009,USR_0009_007,feature_x_used,trial,30
2025-06-27T10:08:00,ACC_0009,USR_0009_008,login,trial,27
2025-06-27T20:24:00,ACC_0009,USR_0009_005,feature_y_used,trial,36
2025-10-08T07:25:00,ACC_0011,USR_0011_030,feature_x_used,enterprise,64
2025-10-08T20:14:00,ACC_0011,USR_0011_007,seat_added,starter,86
2025-10-08T02:50:00,ACC_0011,USR_0011_018,login,starter,113
2025-10-09T10:31:00,ACC_0011,USR_0011_003,login,starter,34
2025-10-09T08:14:00,ACC_0011,USR_0011_010,login,pro,43
2025-10-09T14:21:00,ACC_0011,USR_0011_028,feature_y_used,pro,112
2025-10-09T07:36:00,ACC_0011,USR_0011_009,login,pro,26
2025-10-09T22:55:00,ACC_0011,USR_0011_005,feature_y_used,enterprise,32
2025-10-10T02:48:00,ACC_0011,USR_0011_025,seat_added,enterprise,75
2025-10-10T15:46:00,ACC_0011,USR_0011_025,seat_added,pro,64
2025-10-10T16:59:00,ACC_0011,USR_0011_013,feature_y_used,enterprise,33
2025-10-10T09:43:00,ACC_0011,USR_0011_009,login,pro,30
2025-10-11T07:41:00,ACC_0011,USR_0011_019,feature_y_used,starter,98
2025-10-11T12:40:00,ACC_0011,USR_0011_027,login,starter,72
2025-10-11T11:45:00,ACC_0011,USR_0011_029,feature_x_used,enterprise,110
2025-10-11T04:56:00,ACC_0011,USR_0011_022,feature_y_used,pro,72
2025-10-11T14:51:00,ACC_0011,USR_0011_002,feature_x_used,pro,46
2025-10-11T08:25:00,ACC_0011,USR_0011_004,login,starter,41
2025-10-11T11:52:00,ACC_0011,USR_0011_004,feature_x_used,starter,70
2025-10-12T04:10:00,ACC_0011,USR_0011_008,feature_y_used,starter,8
2025-10-12T05:19:00,ACC_0011,USR_0011_020,seat_added,pro,67
2025-10-12T04:41:00,ACC_0011,USR_0011_015,feature_x_used,enterprise,82
2025-10-12T11:02:00,ACC_0011,USR_0011_026,login,starter,47
2025-10-12T03:14:00,ACC_0011,USR_0011_026,feature_y_used,enterprise,37
2025-10-12T04:59:00,ACC_0011,USR_0011_002,feature_x_used,pro,35
2025-10-13T21:28:00,ACC_0011,USR_0011_027,login,starter,59
2025-10-13T17:02:00,ACC_0011,USR_0011_025,feature_x_used,starter,41
2025-10-13T18:26:00,ACC_0011,USR_0011_008,login,starter,8
2025-10-14T17:54:00,ACC_0011,USR_0011_005,feature_x_used,starter,49
2025-10-14T11:12:00,ACC_0011,USR_0011_013,login,starter,116
2025-10-14T02:27:00,ACC_0011,USR_0011_021,invite_sent,enterprise,14
2025-10-14T06:51:00,ACC_0011,USR_0011_030,feature_x_used,enterprise,93
2025-10-14T15:29:00,ACC_0011,USR_0011_021,login,starter,4
2025-10-15T23:05:00,ACC_0011,USR_0011_020,feature_y_used,pro,46
2025-10-15T00:01:00,ACC_0011,USR_0011_003,login,starter,14
2025-10-16T22:32:00,ACC_0011,USR_0011_030,feature_x_used,pro,23
2025-10-17T18:40:00,ACC_0011,USR_0011_026,login,enterprise,43
2025-10-17T16:33:00,ACC_0011,USR_0011_011,login,starter,91
2025-10-18T10:53:00,ACC_0011,USR_0011_014,login,pro,52
2025-10-18T16:25:00,ACC_0011,USR_0011_004,feature_y_used,starter,23
2025-10-18T16:17:00,ACC_0011,USR_0011_010,login,starter,106
