date,campaign_id,campaign_name,channel,utm_source,utm_medium,utm_campaign,impressions,clicks,cost
2025-01-02,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,5901,67,135.35
2025-01-02,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3514,82,259.2
2025-01-02,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,2970,33,225.95
2025-01-02,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3554,85,591.73
2025-01-02,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5916,32,35.77
2025-01-02,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4512,26,24.84
2025-01-02,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4957,29,63.02
2025-01-02,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1661,18,102.56
2025-01-02,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4794,22,30.38
2025-01-02,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4634,26,38.94
2025-01-02,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,4137,63,501.81
2025-01-02,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3821,54,243.16
2025-01-03,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3080,53,317.32
2025-01-03,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,2775,29,105.41
2025-01-03,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,7032,240,1382.43
2025-01-03,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3483,76,230.94
2025-01-03,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3861,80,468.86
2025-01-03,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,5681,181,1037.02
2025-01-03,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3617,70,228.23
2025-01-03,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,7166,30,70.12
2025-01-03,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,4331,73,353.79
2025-01-03,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3852,108,471.87
2025-01-03,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,2849,75,383.45
2025-01-03,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,3852,19,26.96
2025-01-03,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,3736,23,31.49
2025-01-03,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5022,56,115.89
2025-01-03,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3204,61,284.44
2025-01-03,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,5288,50,108.76
2025-01-03,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4601,28,42.45
2025-01-03,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3198,86,659.14
2025-01-03,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3512,37,286.22
2025-01-04,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2921,64,307.78
2025-01-04,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,662,17,134.92
2025-01-04,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,3087,142,330.95
2025-01-04,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,1066,12,61.41
2025-01-04,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,1564,24,175.74
2025-01-04,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,2013,47,218.4
2025-01-04,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1835,19,101.4
2025-01-04,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,3304,33,60.77
2025-01-04,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,1881,45,359.76
2025-01-04,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1592,23,153.25
2025-01-04,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,1865,29,204.52
2025-01-04,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,2265,25,51.65
2025-01-04,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,2595,28,46.03
2025-01-04,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,999,10,13.16
2025-01-04,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1400,30,149.63
2025-01-04,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,1295,7,8.98
2025-01-04,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,3758,16,14.4
2025-01-04,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,1111,23,97.46
2025-01-04,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,2712,65,399.07
2025-01-05,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2468,33,117.17
2025-01-05,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,1885,38,237.01
2025-01-05,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,3165,174,447.95
2025-01-05,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,2761,45,232.42
2025-01-05,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,2358,68,453.26
2025-01-05,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3385,164,666.57
2025-01-05,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,336,4,25.27
2025-01-05,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,1354,13,29.78
2025-01-05,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3150,45,284.97
2025-01-05,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1457,42,188.7
2025-01-05,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,2251,40,185.39
2025-01-05,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,2455,16,31.43
2025-01-05,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,1529,17,20.12
2025-01-05,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,2854,21,20.98
2025-01-05,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1530,35,133.58
2025-01-05,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,2730,23,41.27
2025-01-05,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,3670,42,59.88
2025-01-05,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,1867,32,231.05
2025-01-05,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,127,3,10.46
2025-01-06,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2647,52,279.77
2025-01-06,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,4240,66,488.12
2025-01-06,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6343,312,885.25
2025-01-06,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3008,67,266.69
2025-01-06,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3903,102,644.15
2025-01-06,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,5675,231,774.85
2025-01-06,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3499,49,335.39
2025-01-06,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,6847,76,158.28
2025-01-06,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3620,64,295.75
2025-01-06,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3759,100,577.21
2025-01-06,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3376,70,282.04
2025-01-06,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5226,31,68.82
2025-01-06,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4467,21,49.66
2025-01-06,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4582,43,41.73
2025-01-06,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,2903,49,241.86
2025-01-06,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4876,34,52.3
2025-01-06,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5440,24,31.19
2025-01-06,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3336,46,199.64
2025-01-06,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,4252,104,474.0
2025-01-07,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2287,34,265.18
2025-01-07,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3628,70,552.96
2025-01-07,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,5765,206,485.42
2025-01-07,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,2710,49,312.11
2025-01-07,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,4134,96,692.35
2025-01-07,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6556,156,457.58
2025-01-07,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,2681,67,234.9
2025-01-07,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,5659,63,128.88
2025-01-07,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,4014,55,187.33
2025-01-07,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,4765,53,230.05
2025-01-07,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3780,102,663.44
2025-01-07,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4923,54,88.98
2025-01-07,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4483,23,19.96
2025-01-07,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4769,33,27.28
2025-01-07,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3568,68,455.57
2025-01-07,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4676,31,63.12
2025-01-07,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,3326,36,51.07
2025-01-07,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,4260,72,220.59
2025-01-07,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,2663,50,263.34
2025-01-08,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2444,54,322.55
2025-01-08,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,2636,69,215.54
2025-01-08,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6126,279,882.37
2025-01-08,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3184,41,264.64
2025-01-08,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3565,56,248.89
2025-01-08,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,5452,178,430.67
2025-01-08,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3599,93,607.41
2025-01-08,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,5548,42,38.25
2025-01-08,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3828,114,367.72
2025-01-08,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,4057,44,164.79
2025-01-08,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,2515,40,300.43
2025-01-08,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4414,25,36.34
2025-01-08,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,5663,51,65.66
2025-01-08,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4818,22,52.08
2025-01-08,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3714,111,883.45
2025-01-08,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4482,38,91.67
2025-01-08,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4461,27,45.31
2025-01-08,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3374,51,228.6
2025-01-08,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3690,46,265.35
2025-01-09,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3492,95,359.47
2025-01-09,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3501,61,402.64
2025-01-09,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,5524,200,708.43
2025-01-09,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3016,54,425.19
2025-01-09,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,4009,57,175.96
2025-01-09,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6296,148,391.95
2025-01-09,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,4214,114,523.64
2025-01-09,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,4631,31,25.21
2025-01-09,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3214,63,282.05
2025-01-09,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3779,53,234.54
2025-01-09,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3276,80,295.6
2025-01-09,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5516,65,107.86
2025-01-09,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4867,47,115.68
2025-01-09,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4997,34,72.05
2025-01-09,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3385,84,458.69
2025-01-09,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4617,45,100.64
2025-01-09,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4179,47,86.47
2025-01-09,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,4306,64,297.22
2025-01-09,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3777,41,158.17
2025-01-10,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3939,86,664.9
2025-01-10,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3916,85,668.16
2025-01-10,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,7421,220,1080.51
2025-01-10,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,4122,123,702.84
2025-01-10,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3965,61,207.91
2025-01-10,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,4681,254,1252.45
2025-01-10,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,2440,33,230.09
2025-01-10,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,5179,31,67.13
2025-01-10,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,2478,30,157.88
2025-01-10,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3608,40,308.89
2025-01-10,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3370,88,656.94
2025-01-10,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5554,53,117.09
2025-01-10,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4962,32,65.04
2025-01-10,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5326,32,37.18
2025-01-10,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,4026,115,381.84
2025-01-10,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,3666,43,104.44
2025-01-10,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5050,44,85.53
2025-01-10,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,4780,112,567.23
2025-01-10,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,2344,69,501.08
2025-01-11,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2006,57,184.66
2025-01-11,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,2007,53,372.25
2025-01-11,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,4607,155,619.94
2025-01-11,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,2242,59,414.44
2025-01-11,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,382,10,46.39
2025-01-11,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3240,123,662.27
2025-01-11,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1742,33,211.29
2025-01-11,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,846,8,18.61
2025-01-11,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,1922,48,154.31
2025-01-11,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1866,47,182.1
2025-01-11,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,2160,44,212.56
2025-01-11,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,2053,17,34.65
2025-01-11,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,2151,24,20.47
2025-01-11,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,1958,18,18.47
2025-01-11,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1693,20,111.0
2025-01-11,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,2831,30,33.65
2025-01-11,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,3362,36,71.79
2025-01-11,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,862,13,79.19
2025-01-11,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,1691,47,284.01
2025-01-12,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,1939,41,291.32
2025-01-12,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,2205,37,122.43
2025-01-12,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,2589,65,177.83
2025-01-12,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,2069,30,146.79
2025-01-12,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,672,9,60.22
2025-01-12,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3325,104,565.5
2025-01-12,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1638,27,209.08
2025-01-12,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,2701,32,73.1
2025-01-12,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,1361,31,176.87
2025-01-12,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1160,27,133.41
2025-01-12,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,1754,32,107.06
2025-01-12,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,1746,16,16.0
2025-01-12,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,1721,11,9.81
2025-01-12,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,2525,12,14.14
2025-01-12,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1564,28,117.42
2025-01-12,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,2256,22,43.46
2025-01-12,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,2527,25,55.72
2025-01-12,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,1840,32,237.32
2025-01-12,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,2195,27,156.78
2025-01-13,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,4396,85,259.81
2025-01-13,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,4279,81,462.04
2025-01-13,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6382,134,767.64
2025-01-13,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3357,96,582.25
2025-01-13,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3932,63,250.36
2025-01-13,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3840,191,514.07
2025-01-13,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3111,64,361.45
2025-01-13,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,3469,29,67.51
2025-01-13,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3370,90,315.41
2025-01-13,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,4304,100,712.11
2025-01-13,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,4080,62,383.72
2025-01-13,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5031,20,26.66
2025-01-13,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,5494,31,24.81
2025-01-13,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5255,24,28.13
2025-01-13,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3490,71,265.61
2025-01-13,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,5163,32,58.88
2025-01-13,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5012,47,68.25
2025-01-13,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3171,78,272.18
2025-01-13,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3928,57,251.07
2025-01-14,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3169,46,194.41
2025-01-14,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3629,79,266.49
2025-01-14,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,4252,192,1134.54
2025-01-14,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3483,61,367.21
2025-01-14,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3479,94,340.87
2025-01-14,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6604,337,1928.11
